House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
32,South Lane,Alice,Butler,60,Head,Married,Female,Animal nutritionist,None,None
32,South Lane,Brett,Butler,62,Husband,Married,Male,"Accountant, chartered certified",None,None
33,South Lane,Brett,Clarke,81,Head,Married,Male,Retired Art gallery manager,None,Christian
33,South Lane,Alison,Clarke,82,Wife,Married,Female,Retired Oncologist,None,Christian
34,South Lane,Julia,Pickering,51,Head,Married,Female,"Nurse, adult",None,Methodist
34,South Lane,Graham,Pickering,54,Husband,Married,Male,"Radiographer, diagnostic",None,Methodist
34,South Lane,Rosemary,Pickering,32,Daughter,Single,Female,Chief Operating Officer,None,Methodist
35,South Lane,Elliott,Brookes,45,Head,Married,Male,Electronics engineer,None,None
35,South Lane,Abbie,Brookes,44,Wife,Married,Female,Patent attorney,None,None
35,South Lane,Graham,Brookes,10,Son,NA,Male,Student,None,NA
36,South Lane,Sheila,Williams,46,Head,Married,Female,Historic buildings inspector/conservation officer,None,Christian
36,South Lane,Joseph,Williams,45,Husband,Married,Male,Armed forces training and education officer,None,Christian
37,South Lane,Annette,Thomson,58,Head,Single,Female,Purchasing manager,None,Christian
37,South Lane,Clifford,Jones,60,Partner,Single,Male,Homeopath,None,None
37,South Lane,Charlene,Thomson,26,Daughter,Single,Female,Unemployed,None,None
37,South Lane,Luke,Thomson,23,Son,Divorced,Male,Chiropractor,None,None
37,South Lane,Charlene,Thomson,6,Daughter,NA,Female,Student,None,NA
38,South Lane,Joanna,Jones,35,Head,Single,Female,Community pharmacist,None,None
38,South Lane,Samuel,Henry,37,Partner,Single,Male,Food technologist,None,None
39,South Lane,Diana,Clements,43,Head,Single,Female,Secretary/administrator,None,None
39,South Lane,Melanie,Clements,16,Daughter,NA,Female,Student,None,NA
40,South Lane,Frances,Vincent,38,Head,Single,Female,Television floor manager,None,Christian
41,South Lane,Holly,Barlow,42,Head,Married,Female,"Engineer, maintenance",None,Christian
41,South Lane,Stephen,Barlow,42,Husband,Married,Male,Leisure centre manager,None,None
42,South Lane,Frances,Murphy,46,Head,Married,Female,"Engineer, aeronautical",None,Catholic
42,South Lane,Dale,Murphy,48,Husband,Married,Male,Media planner,None,Catholic
42,South Lane,Elizabeth,Murphy,15,Daughter,NA,Female,Student,None,NA
43,South Lane,Melissa,Thomson,38,Head,Married,Female,"Administrator, sports",None,Christian
43,South Lane,Paul,Thomson,37,Husband,Married,Male,"Chemist, analytical",None,None
43,South Lane,Mohammad,Thomson,6,Son,NA,Male,Student,None,NA
44,South Lane,Conor,White,34,Head,Single,Male,Technical brewer,None,Catholic
44,South Lane,Grace,Akhtar,57,None,Single,Female,"Nurse, mental health",None,None
44,South Lane,Karen,Mills,26,None,Single,Female,Field trials officer,None,None
44,South Lane,Dale,Cooper,62,None,Single,Male,Further education lecturer,None,Christian
44,South Lane,Olivia,Whitehead,34,None,Single,Female,"Teacher, music",None,None
45,South Lane,Caroline,Coates,40,Head,Single,Female,Logistics and distribution manager,None,Catholic
45,South Lane,Josh,Hall,45,Partner,Single,Male,Chief Executive Officer,None,Catholic
46,South Lane,Leon,Wood,65,Head,Married,Male,Equities trader,None,Christian
46,South Lane,Ashleigh,Wood,62,Wife,Married,Female,Estate agent,None,None
47,South Lane,Julie,Parker,53,Head,Married,Female,"Geneticist, molecular",None,Christian
47,South Lane,Henry,Parker,49,Husband,Married,Male,Unemployed,None,Christian
48,South Lane,Beverley,Nash,31,Head,Divorced,Female,"Scientist, audiological",None,None
48,South Lane,Louis,Shaw,9,Step-Son,NA,Male,Student,None,NA
49,South Lane,Brenda,Ferguson,37,Head,Divorced,Female,Fisheries officer,None,Christian
49,South Lane,Stephanie,Ferguson,16,Daughter,NA,Female,Student,None,NA
49,South Lane,Carl,Ferguson,14,Son,NA,Male,Student,None,NA
1,Column Shoals,Edward,Thomas,56,Head,Single,Male,Electronics engineer,None,Christian
1,Column Shoals,Joe,Morris,44,None,Single,Male,"Psychotherapist, child",None,Catholic
1,Column Shoals,Diane,Jennings,59,None,Single,Female,Surgeon,None,Christian
1,Column Shoals,Patricia,Marsh,26,None,Divorced,Female,Social researcher,None,Christian
2,Column Shoals,Wendy,Greenwood,32,Head,Single,Female,Software engineer,None,Methodist
2,Column Shoals,Brandon,Moore,37,Partner,Single,Male,"Engineer, maintenance",None,Methodist
2,Column Shoals,Billy,Greenwood,2,Son,NA,Male,Child,None,NA
2,Column Shoals,Keith,Fowler,43,Lodger,Single,Male,Haematologist,None,Catholic
3,Column Shoals,Colin,Hardy,50,Head,Single,Male,Glass blower/designer,None,Catholic
3,Column Shoals,Diana,Schofield,47,Partner,Single,Female,"Conservation officer, historic buildings",None,Catholic
3,Column Shoals,Frank,Hardy,16,Son,NA,Male,Student,None,NA
3,Column Shoals,Georgina,Hardy,15,Daughter,NA,Female,Student,None,NA
4,Column Shoals,Melanie,White,45,Head,Married,Female,Health service manager,None,Christian
4,Column Shoals,Francis,White,48,Husband,Married,Male,Media planner,None,Christian
4,Column Shoals,Samantha,White,20,Daughter,Single,Female,University Student,None,None
4,Column Shoals,Terence,White,16,Son,NA,Male,Student,None,NA
5,Column Shoals,Jasmine,Wells,62,Head,Married,Female,Community pharmacist,None,Christian
5,Column Shoals,Jay,Wells,63,Husband,Married,Male,Equities trader,None,None
5,Column Shoals,Mitchell,Wells,19,Son,Single,Male,University Student,None,None
5,Column Shoals,Joan,Wells,16,Daughter,NA,Female,Student,None,NA
6,Column Shoals,Nicola,Davies,66,Head,Widowed,Female,"Engineer, agricultural",None,Methodist
6,Column Shoals,Gavin,Davies,30,Son,Single,Male,Clinical molecular geneticist,None,Methodist
6,Column Shoals,Owen,Davies,30,Son,Single,Male,Technical author,None,None
6,Column Shoals,Pauline,Davies,29,Daughter,Single,Female,Local government officer,None,None
6,Column Shoals,Gail,Kent-Davies,25,Daughter,Single,Female,Equities trader,None,Methodist
7,Column Shoals,Judith,Harvey,29,Head,Married,Female,Unemployed,None,None
7,Column Shoals,Connor,Harvey,36,Husband,Married,Male,Management consultant,None,None
7,Column Shoals,Declan,Harvey,12,Adopted Son,NA,Male,Student,None,NA
7,Column Shoals,Howard,Harvey,8,Son,NA,Male,Student,None,NA
8,Column Shoals,Denise,Barker,28,Head,Married,Female,Dentist,None,None
8,Column Shoals,Lewis,Barker,29,Husband,Married,Male,Dispensing optician,None,None
8,Column Shoals,Melissa,Barker,1,Daughter,NA,Female,Child,None,NA
8,Column Shoals,Max,Shah,52,Lodger,Single,Male,Administrator,None,None
9,Column Shoals,Rosemary,Brown,67,Head,Widowed,Female,Probation officer,None,None
10,Column Shoals,Grace,Roberts,39,Head,Single,Female,Technical brewer,None,Methodist
10,Column Shoals,Alex,Roberts,8,Son,NA,Male,Student,None,NA
10,Column Shoals,Aimee,Roberts,4,Daughter,NA,Female,Child,None,NA
10,Column Shoals,Lesley,Roberts,3,Daughter,NA,Female,Child,None,NA
10,Column Shoals,David,Roberts,1,Son,NA,Male,Child,None,NA
10,Column Shoals,Ruth,Palmer,32,Lodger,Single,Female,Research scientist (maths),None,None
11,Column Shoals,Stacey,Connor,38,Head,Married,Female,Photographer,None,Christian
11,Column Shoals,Brian,Connor,38,Husband,Married,Male,Intelligence analyst,None,None
11,Column Shoals,Beth,Owen-Connor,11,Daughter,NA,Female,Student,None,NA
11,Column Shoals,Kathleen,Owen-Connor,0,Daughter,NA,Female,Child,None,NA
12,Column Shoals,Alison,Brooks,38,Head,Married,Female,Air traffic controller,None,Catholic
12,Column Shoals,Reece,Brooks,37,Husband,Married,Male,Contracting civil engineer,None,None
12,Column Shoals,Brett,Brooks,17,Son,NA,Male,Student,None,NA
12,Column Shoals,Glenn,Brooks,15,Son,NA,Male,Student,None,NA
13,Column Shoals,Lynn,Price,40,Head,Married,Female,Television/film/video producer,None,None
13,Column Shoals,Jordan,Price,44,Husband,Married,Male,Geochemist,None,None
13,Column Shoals,Trevor,Price,16,Son,NA,Male,Student,None,NA
13,Column Shoals,Iain,Price,14,Son,NA,Male,Student,None,NA
1,Thomas Lane,Sarah,Evans,32,Head,Divorced,Female,"Solicitor, Scotland",None,Catholic
1,Thomas Lane,Gregory,Cook,31,Cousin,Single,Male,"Designer, furniture",None,Catholic
2,Thomas Lane,Marilyn,Roberts,46,Head,Married,Female,Company secretary,None,None
2,Thomas Lane,Samuel,Roberts,50,Husband,Married,Male,Ophthalmologist,None,None
2,Thomas Lane,Christian,Roberts,27,Son,Divorced,Male,"Therapist, nutritional",None,None
2,Thomas Lane,Harry,Roberts,17,Son,NA,Male,Student,None,NA
3,Thomas Lane,Melissa,Mills,44,Head,Single,Female,Technical sales engineer,None,Catholic
3,Thomas Lane,Cameron,James,47,Partner,Single,Male,Consulting civil engineer,None,Catholic
3,Thomas Lane,Eric,Mills,14,Son,NA,Male,Student,None,NA
3,Thomas Lane,Kyle,Mills,14,Son,NA,Male,Student,None,NA
4,Thomas Lane,Melissa,Williams,33,Head,Divorced,Female,Medical technical officer,None,None
4,Thomas Lane,Max,Jackson,28,Visitor,Divorced,Male,Clinical embryologist,None,Methodist
5,Thomas Lane,Samantha,Thomas,76,Head,Divorced,Female,Retired Risk manager,None,Methodist
5,Thomas Lane,Toby,Roberts-Thomas,39,Son,Single,Male,Retail merchandiser,None,Methodist
5,Thomas Lane,Vincent,Roberts-Thomas,35,Son,Single,Male,Metallurgist,None,Methodist
5,Thomas Lane,Beth,Roberts-Thomas,30,Daughter,Divorced,Female,Bonds trader,None,Methodist
6,Thomas Lane,Fiona,Savage,61,Head,Married,Female,Acupuncturist,None,Christian
6,Thomas Lane,Jack,Savage,63,Husband,Married,Male,Volunteer coordinator,None,Christian
6,Thomas Lane,Jeffrey,Savage,28,Son,Single,Male,Retail manager,None,Christian
6,Thomas Lane,Derek,Savage,28,Son,Single,Male,Customer service manager,None,Christian
7,Thomas Lane,Jonathan,Barlow,70,Head,Married,Male,Retired Educational psychologist,None,None
7,Thomas Lane,Caroline,Barlow,74,Wife,Married,Female,Retired Writer,None,None
8,Thomas Lane,Lauren,Edwards,21,Head,Single,Female,University Student,None,None
9,Thomas Lane,Carolyn,Hobbs,62,Head,Married,Female,Production manager,None,None
9,Thomas Lane,Gary,Hobbs,63,Husband,Married,Male,"Research officer, trade union",None,None
9,Thomas Lane,Alexander,Hobbs,35,Son,Single,Male,Theatre stage manager,None,None
9,Thomas Lane,Bethan,Hobbs,31,Daughter,Single,Female,Clothing/textile technologist,None,None
10,Thomas Lane,Jay,Farrell,41,Head,Single,Male,"Engineer, maintenance",None,Catholic
10,Thomas Lane,Iain,Farrell,6,Son,NA,Male,Student,None,NA
10,Thomas Lane,Brandon,Brown-Farrell,4,Son,NA,Male,Child,None,NA
10,Thomas Lane,Rosie,Brown-Farrell,3,Daughter,NA,Female,Child,None,NA
11,Thomas Lane,Naomi,Clark,65,Head,Widowed,Female,Restaurant manager,None,Christian
12,Thomas Lane,Dylan,White,60,Head,Single,Male,Fish farm manager,None,Christian
12,Thomas Lane,Benjamin,White,13,Grandson,NA,Male,Student,None,NA
12,Thomas Lane,Carole,Newman,11,Granddaughter,NA,Female,Student,None,NA
12,Thomas Lane,Denis,Newman,9,Adopted Grandson,NA,Male,Student,None,NA
13,Thomas Lane,Mandy,Davis,61,Head,Divorced,Female,Computer games developer,None,Christian
14,Thomas Lane,Rhys,Murphy,33,Head,Single,Male,Radio producer,None,None
15,Thomas Lane,Joan,Martin,42,Head,Single,Female,Unemployed,None,Christian
15,Thomas Lane,Mark,Martin,1,Son,NA,Male,Child,None,NA
15,Thomas Lane,Debra,Martin,0,Daughter,NA,Female,Child,None,NA
15,Thomas Lane,Bradley,Burgess,20,Lodger,Widowed,Male,University Student,None,Christian
15,Thomas Lane,Hannah,Lynch,49,Lodger,Single,Female,Financial adviser,None,Christian
16,Thomas Lane,Jason,Bartlett,37,Head,Single,Male,Unemployed,None,Catholic
16,Thomas Lane,Eleanor,Bartlett,6,Daughter,NA,Female,Student,None,NA
17,Thomas Lane,Mathew,John,103,Head,Married,Male,Retired Television camera operator,None,Methodist
17,Thomas Lane,Eleanor,John,104,Wife,Married,Female,Retired Freight forwarder,None,None
18,Thomas Lane,Maurice,Williams,89,Head,Married,Male,Retired Town planner,None,Methodist
18,Thomas Lane,Stacey,Williams,92,Wife,Married,Female,Retired Radio producer,None,None
19,Thomas Lane,Valerie,Dixon,46,Head,Married,Female,Cabin crew,None,Christian
19,Thomas Lane,Edward,Dixon,46,Husband,Married,Male,"Designer, exhibition/display",None,Christian
20,Thomas Lane,Julian,Power,26,Head,Divorced,Male,Photographer,None,Methodist
20,Thomas Lane,Garry,Power,2,Son,NA,Male,Child,None,NA
21,Thomas Lane,Lynda,Davies,40,Head,Single,Female,Radiation protection practitioner,None,Sikh
21,Thomas Lane,Russell,Gough,37,Partner,Single,Male,Environmental health practitioner,None,Sikh
22,Thomas Lane,Kevin,Taylor,57,Head,Married,Male,Mental health nurse,None,Christian
22,Thomas Lane,Judith,Taylor,50,Wife,Married,Female,Hospital doctor,None,Christian
23,Thomas Lane,Jonathan,Taylor,74,Head,Divorced,Male,Retired Adult nurse,None,Christian
24,Thomas Lane,Mohamed,Williams,21,Head,Married,Male,University Student,None,Christian
24,Thomas Lane,Marion,Williams,19,Wife,Married,Female,University Student,None,None
25,Thomas Lane,Raymond,Jones,84,Head,Married,Male,Unemployed,None,Catholic
25,Thomas Lane,Ashleigh,White,84,Wife,Married,Female,Retired Cartographer,None,Catholic
26,Thomas Lane,Joel,Curtis,86,Head,Widowed,Male,Retired Analytical chemist,None,Christian
27,Thomas Lane,Sam,Barber,51,Head,Single,Male,"Editor, commissioning",None,Christian
28,Thomas Lane,Matthew,Lamb,65,Head,Married,Male,Solicitor,None,Christian
28,Thomas Lane,Josephine,Lamb,63,Wife,Married,Female,Materials engineer,None,None
29,Thomas Lane,Georgina,Morgan,71,Head,Married,Female,Retired Herbalist,None,Christian
29,Thomas Lane,John,Morgan,70,Husband,Married,Male,Retired Learning mentor,None,Christian
29,Thomas Lane,Liam,Morgan,42,Son,Single,Male,Unemployed,None,Christian
29,Thomas Lane,Ashleigh,Morgan,42,Daughter,Single,Female,Unemployed,None,Christian
30,Thomas Lane,June,Cooper,27,Head,Single,Female,Unemployed,None,None
30,Thomas Lane,Marie,Cooper,6,Daughter,NA,Female,Student,None,NA
31,Thomas Lane,Aimee,Young,41,Head,Divorced,Female,Best boy,None,Catholic
32,Thomas Lane,Hollie,Young,64,Head,Married,Female,"Nurse, mental health",None,Christian
32,Thomas Lane,Jonathan,Young,66,Husband,Married,Male,Horticultural therapist,None,Christian
33,Thomas Lane,Julie,Jones,52,Head,Single,Female,Unemployed,None,None
34,Thomas Lane,Marilyn,Kelly,44,Head,Married,Female,Operational investment banker,None,Christian
34,Thomas Lane,Joe,Kelly,47,Husband,Married,Male,Further education lecturer,None,Christian
34,Thomas Lane,Sandra,Kelly,18,Daughter,Single,Female,Student,None,Christian
35,Thomas Lane,Mary,Hill,32,Head,Single,Female,Unemployed,None,Christian
35,Thomas Lane,Terry,Jones,34,Partner,Single,Male,Commercial horticulturist,None,Christian
36,Thomas Lane,Hazel,Collier,57,Head,Single,Female,Hospital pharmacist,None,Christian
36,Thomas Lane,Gemma,Collier,0,Daughter,NA,Female,Child,None,NA
37,Thomas Lane,Rachael,Walters,104,Head,Married,Female,"Retired Psychologist, counselling",None,Catholic
37,Thomas Lane,George,Walters,108,Husband,Married,Male,Retired Records manager,None,None
38,Thomas Lane,Wayne,Khan,19,Head,Single,Male,University Student,None,Methodist
38,Thomas Lane,Bernard,Bates,62,None,Single,Male,Unemployed,None,Catholic
38,Thomas Lane,Gregory,Smith,62,None,Single,Male,Leisure centre manager,None,None
39,Thomas Lane,Gerald,Sharpe,25,Head,Married,Male,Unemployed,None,Methodist
39,Thomas Lane,Lynda,Sharpe,19,Wife,Married,Female,University Student,None,Methodist
40,Thomas Lane,Eileen,Davison,37,Head,Widowed,Female,Unemployed,None,Christian
40,Thomas Lane,Fiona,Davison,15,Daughter,NA,Female,Student,None,NA
41,Thomas Lane,Janet,Doyle,42,Head,Married,Female,Aid worker,None,None
41,Thomas Lane,Patrick,Doyle,43,Husband,Married,Male,"Librarian, academic",None,None
41,Thomas Lane,Lynda,Doyle,11,Daughter,NA,Female,Student,None,NA
42,Thomas Lane,Deborah,Jones,44,Head,Single,Female,Unemployed,None,Christian
42,Thomas Lane,Kevin,Wells-Jones,12,Son,NA,Male,Student,None,NA
42,Thomas Lane,Kerry,Wells-Jones,11,Daughter,NA,Female,Student,None,NA
42,Thomas Lane,Michael,Wells-Jones,10,Son,NA,Male,Student,None,NA
42,Thomas Lane,Anna,Wells-Jones,8,Daughter,NA,Female,Student,None,NA
43,Thomas Lane,Kathryn,Patel,52,Head,Divorced,Female,Statistician,None,Christian
43,Thomas Lane,Suzanne,Patel,9,Daughter,NA,Female,Student,None,NA
44,Thomas Lane,Dominic,Jarvis,61,Head,Married,Male,Tax adviser,None,None
44,Thomas Lane,Angela,Jarvis,59,Wife,Married,Female,Government social research officer,None,None
45,Thomas Lane,Julian,Taylor,26,Head,Single,Male,"Engineer, production",None,Methodist
46,Thomas Lane,Ellie,Harris,44,Head,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Methodist
46,Thomas Lane,Alan,Harris,43,Husband,Married,Male,Chief Executive Officer,None,Methodist
46,Thomas Lane,Gemma,Harris,11,Daughter,NA,Female,Student,None,NA
47,Thomas Lane,Ronald,Robinson,75,Head,Married,Male,Retired Air traffic controller,None,Christian
47,Thomas Lane,Hollie,Robinson,74,Wife,Married,Female,Retired Analytical chemist,None,Christian
48,Thomas Lane,Eleanor,Mason,79,Head,Widowed,Female,Retired Adult nurse,None,Christian
48,Thomas Lane,Glenn,Mason,15,Grandson,NA,Male,Student,None,NA
49,Thomas Lane,Carly,Stewart,27,Head,Married,Female,Product/process development scientist,None,None
49,Thomas Lane,Stanley,Stewart,28,Husband,Married,Male,"Engineer, maintenance (IT)",None,None
49,Thomas Lane,Lorraine,Khan-Stewart,1,Adopted Daughter,NA,Female,Child,None,NA
50,Thomas Lane,Diana,Williams,47,Head,Married,Female,Community pharmacist,None,Catholic
50,Thomas Lane,Damien,Williams,52,Husband,Married,Male,Advice worker,None,Catholic
50,Thomas Lane,Helen,Williams,6,Daughter,NA,Female,Student,None,NA
51,Thomas Lane,Nicola,Hart,91,Head,Divorced,Female,Retired Make,None,Christian
52,Thomas Lane,Lewis,Davies,61,Head,Married,Male,Academic librarian,None,None
52,Thomas Lane,Ruth,Davies,59,Wife,Married,Female,Photographer,None,None
53,Thomas Lane,Rachael,Perry,19,Head,Married,Female,University Student,None,None
